x,y,val,iter
2.179821844558772,4.156185274441629,36.84662071856399,0
2.1483633103331634,4.469569411795495,3.4472880251083207,1
2.1483633103331634,4.469569411795495,3.4472880251083207,2
2.1483633103331634,4.469569411795495,3.4472880251083207,3
2.1483633103331634,4.469569411795495,3.4472880251083207,4
2.1483633103331634,4.469569411795495,3.4472880251083207,5
2.1483633103331634,4.469569411795495,3.4472880251083207,6
2.1483633103331634,4.469569411795495,3.4472880251083207,7
1.4207052199328043,1.914123017618266,1.2644310691121126,8
1.44125135498117,2.052426320162713,0.25610337619184365,9
1.44125135498117,2.052426320162713,0.25610337619184365,10
1.44125135498117,2.052426320162713,0.25610337619184365,11
1.44125135498117,2.052426320162713,0.25610337619184365,12
1.44125135498117,2.052426320162713,0.25610337619184365,13
1.44125135498117,2.052426320162713,0.25610337619184365,14
1.44125135498117,2.052426320162713,0.25610337619184365,15
1.44125135498117,2.052426320162713,0.25610337619184365,16
1.44125135498117,2.052426320162713,0.25610337619184365,17
1.44125135498117,2.052426320162713,0.25610337619184365,18
1.44125135498117,2.052426320162713,0.25610337619184365,19
1.44125135498117,2.052426320162713,0.25610337619184365,20
1.44125135498117,2.052426320162713,0.25610337619184365,21
1.44125135498117,2.052426320162713,0.25610337619184365,22
1.44125135498117,2.052426320162713,0.25610337619184365,23
1.44125135498117,2.052426320162713,0.25610337619184365,24
1.44125135498117,2.052426320162713,0.25610337619184365,25
1.44125135498117,2.052426320162713,0.25610337619184365,26
1.44125135498117,2.052426320162713,0.25610337619184365,27
1.44125135498117,2.052426320162713,0.25610337619184365,28
1.44125135498117,2.052426320162713,0.25610337619184365,29
1.44125135498117,2.052426320162713,0.25610337619184365,30
1.44125135498117,2.052426320162713,0.25610337619184365,31
1.44125135498117,2.052426320162713,0.25610337619184365,32
1.44125135498117,2.052426320162713,0.25610337619184365,33
1.44125135498117,2.052426320162713,0.25610337619184365,34
1.44125135498117,2.052426320162713,0.25610337619184365,35
1.44125135498117,2.052426320162713,0.25610337619184365,36
1.44125135498117,2.052426320162713,0.25610337619184365,37
1.44125135498117,2.052426320162713,0.25610337619184365,38
1.44125135498117,2.052426320162713,0.25610337619184365,39
1.44125135498117,2.052426320162713,0.25610337619184365,40
1.44125135498117,2.052426320162713,0.25610337619184365,41
1.44125135498117,2.052426320162713,0.25610337619184365,42
